Imagen,Nivel_Ruido,Algoritmo,PSNR,F1-Score,Tiempo_ms
16004_medio.png,medio,prewitt,8.25,0.122,0.2
16068_medio.png,medio,prewitt,9.86,0.035,0.19
17067_medio.png,medio,prewitt,6.8,0.0762,0.2
20069_medio.png,medio,prewitt,6.1,0.1462,0.19
2018_medio.png,medio,prewitt,4.71,0.1587,0.2
23050_medio.png,medio,prewitt,9.34,0.1366,0.19
3063_medio.png,medio,prewitt,5.19,0.1579,0.2
5096_medio.png,medio,prewitt,11.59,0.118,0.19
6046_medio.png,medio,prewitt,6.83,0.0693,0.2
8068_medio.png,medio,prewitt,7.51,0.2002,0.19
10081_medio.png,medio,canny,4.7,0.0689,0.39
14085_medio.png,medio,canny,5.99,0.0256,0.51
14092_medio.png,medio,canny,4.95,0.0321,0.59
15011_medio.png,medio,canny,5.57,0.1317,0.5
15062_medio.png,medio,canny,5.86,0.0471,0.56
16004_medio.png,medio,canny,6.57,0.0987,0.47
16068_medio.png,medio,canny,7.82,0.0421,0.57
17067_medio.png,medio,canny,5.13,0.0557,0.54
20069_medio.png,medio,canny,5.12,0.1358,0.33
2018_medio.png,medio,canny,3.88,0.1495,0.44
23050_medio.png,medio,canny,7.28,0.1153,0.47
3063_medio.png,medio,canny,4.34,0.1241,0.36
5096_medio.png,medio,canny,8.37,0.1056,0.43
6046_medio.png,medio,canny,5.07,0.0521,0.51
8068_medio.png,medio,canny,6.62,0.1005,0.37
10081_medio.png,medio,pidinet,5.61,0.1555,164.32
14085_medio.png,medio,pidinet,6.75,0.044,167.24
14092_medio.png,medio,pidinet,5.83,0.0926,172.85
15011_medio.png,medio,pidinet,6.82,0.1925,169.87
15062_medio.png,medio,pidinet,5.74,0.1683,169.64
16004_medio.png,medio,pidinet,8.11,0.1583,175.21
16068_medio.png,medio,pidinet,9.38,0.1408,171.59
17067_medio.png,medio,pidinet,7.16,0.1572,169.45
20069_medio.png,medio,pidinet,6.17,0.1597,169.13
2018_medio.png,medio,pidinet,4.79,0.1635,164.57
23050_medio.png,medio,pidinet,8.97,0.1814,168.59
3063_medio.png,medio,pidinet,4.86,0.1265,169.38
5096_medio.png,medio,pidinet,10.95,0.1854,169.7
6046_medio.png,medio,pidinet,6.24,0.1532,170.71
8068_medio.png,medio,pidinet,7.69,0.1742,184.29
10081_medio.png,medio,dexined,9.48,0.0332,548.03
14085_medio.png,medio,dexined,8.88,0.0176,546.87
14092_medio.png,medio,dexined,8.73,0.035,555.32
15011_medio.png,medio,dexined,8.3,0.0593,533.34
15062_medio.png,medio,dexined,8.11,0.0286,536.71
16004_medio.png,medio,dexined,8.29,0.0513,550.98
16068_medio.png,medio,dexined,8.71,0.0243,537.98
17067_medio.png,medio,dexined,7.55,0.0387,546.25
20069_medio.png,medio,dexined,8.34,0.0306,552.86
2018_medio.png,medio,dexined,6.91,0.0601,542.36
23050_medio.png,medio,dexined,7.92,0.0715,541.27
3063_medio.png,medio,dexined,9.03,0.0133,547.25
5096_medio.png,medio,dexined,7.73,0.0523,539.5
6046_medio.png,medio,dexined,8.03,0.0384,551.05
8068_medio.png,medio,dexined,7.04,0.0285,556.22
10081_alto.png,alto,sobel,6.93,0.0835,1.58
14085_alto.png,alto,sobel,9.62,0.0279,1.58
14092_alto.png,alto,sobel,8.3,0.0398,1.39
15011_alto.png,alto,sobel,8.06,0.1688,1.49
15062_alto.png,alto,sobel,9.28,0.0568,1.55
16004_alto.png,alto,sobel,9.58,0.1175,1.41
16068_alto.png,alto,sobel,10.87,0.0353,1.44
17067_alto.png,alto,sobel,7.23,0.0776,1.44
20069_alto.png,alto,sobel,7.48,0.1562,1.48
2018_alto.png,alto,sobel,5.22,0.1866,1.48
23050_alto.png,alto,sobel,9.64,0.1376,1.49
3063_alto.png,alto,sobel,6.51,0.1752,1.54
5096_alto.png,alto,sobel,11.29,0.131,1.45
6046_alto.png,alto,sobel,7.56,0.0652,1.53
8068_alto.png,alto,sobel,8.43,0.1594,1.56
10081_alto.png,alto,prewitt,5.75,0.0482,0.19
14085_alto.png,alto,prewitt,8.06,0.0265,0.21
14092_alto.png,alto,prewitt,6.69,0.0298,0.21
15011_alto.png,alto,prewitt,7.2,0.1485,0.19
15062_alto.png,alto,prewitt,7.15,0.0893,0.23
16004_alto.png,alto,prewitt,8.32,0.1229,0.19
16068_alto.png,alto,prewitt,9.93,0.0354,0.19
17067_alto.png,alto,prewitt,6.87,0.0777,0.2
20069_alto.png,alto,prewitt,6.22,0.149,0.2
2018_alto.png,alto,prewitt,4.81,0.1583,0.19
23050_alto.png,alto,prewitt,9.39,0.1344,0.2
3063_alto.png,alto,prewitt,5.33,0.1583,0.2
5096_alto.png,alto,prewitt,11.68,0.1168,0.2
6046_alto.png,alto,prewitt,6.89,0.0691,0.23
8068_alto.png,alto,prewitt,7.59,0.199,0.21
10081_alto.png,alto,canny,4.7,0.0678,0.35
14085_alto.png,alto,canny,5.98,0.0235,0.48
14092_alto.png,alto,canny,4.94,0.0309,0.6
15011_alto.png,alto,canny,5.54,0.1302,0.47
15062_alto.png,alto,canny,5.85,0.0457,0.6
16004_alto.png,alto,canny,6.54,0.0966,0.49
16068_alto.png,alto,canny,7.77,0.0382,0.5
17067_alto.png,alto,canny,5.07,0.0556,0.5
20069_alto.png,alto,canny,5.11,0.1322,0.43
2018_alto.png,alto,canny,3.86,0.1468,0.49
23050_alto.png,alto,canny,7.25,0.1155,0.4
3063_alto.png,alto,canny,4.34,0.1105,0.34
5096_alto.png,alto,canny,8.25,0.1049,0.42
6046_alto.png,alto,canny,5.04,0.0498,0.58
8068_alto.png,alto,canny,6.6,0.0959,0.36
10081_alto.png,alto,pidinet,5.6,0.1527,171.54
14085_alto.png,alto,pidinet,6.75,0.0411,173.98
14092_alto.png,alto,pidinet,5.83,0.0756,169.11
15011_alto.png,alto,pidinet,6.82,0.1927,172.46
15062_alto.png,alto,pidinet,5.72,0.1765,167.5
16004_alto.png,alto,pidinet,8.07,0.1564,169.64
16068_alto.png,alto,pidinet,9.4,0.1405,170.75
17067_alto.png,alto,pidinet,7.17,0.1581,167.8
20069_alto.png,alto,pidinet,6.07,0.1618,168.24
2018_alto.png,alto,pidinet,4.76,0.1628,170.05
23050_alto.png,alto,pidinet,8.91,0.1807,166.69
3063_alto.png,alto,pidinet,4.78,0.1278,172.63
5096_alto.png,alto,pidinet,10.86,0.1738,166.33
6046_alto.png,alto,pidinet,6.24,0.1575,171.48
8068_alto.png,alto,pidinet,7.69,0.1739,168.67
10081_alto.png,alto,dexined,9.46,0.033,552.74
14085_alto.png,alto,dexined,8.87,0.0174,539.9
14092_alto.png,alto,dexined,8.74,0.0352,552.94
15011_alto.png,alto,dexined,8.29,0.0592,557.42
15062_alto.png,alto,dexined,8.11,0.0282,550.79
16004_alto.png,alto,dexined,8.28,0.0509,565.22
16068_alto.png,alto,dexined,8.7,0.0242,551.56
17067_alto.png,alto,dexined,7.54,0.0387,554.01
20069_alto.png,alto,dexined,8.33,0.0305,551.46
2018_alto.png,alto,dexined,6.92,0.06,538.13
23050_alto.png,alto,dexined,7.9,0.0712,563.39
3063_alto.png,alto,dexined,9.0,0.0134,559.6
5096_alto.png,alto,dexined,7.73,0.0524,545.52
6046_alto.png,alto,dexined,8.03,0.0385,555.93
8068_alto.png,alto,dexined,7.03,0.0283,558.49
