Imagen,Nivel_Ruido,Algoritmo,PSNR,F1-Score,Tiempo_ms
8068_bajo.png,bajo,pidinet,7.73,0.1723,167.61
10081_bajo.png,bajo,dexined,9.5,0.0331,546.55
14085_bajo.png,bajo,dexined,8.88,0.0177,537.53
14092_bajo.png,bajo,dexined,8.74,0.0351,544.39
15011_bajo.png,bajo,dexined,8.3,0.0595,564.79
15062_bajo.png,bajo,dexined,8.13,0.0286,547.25
16004_bajo.png,bajo,dexined,8.29,0.0511,542.87
16068_bajo.png,bajo,dexined,8.72,0.0246,556.16
17067_bajo.png,bajo,dexined,7.55,0.0388,563.51
20069_bajo.png,bajo,dexined,8.34,0.0302,550.61
2018_bajo.png,bajo,dexined,6.92,0.0602,552.47
23050_bajo.png,bajo,dexined,7.92,0.0709,557.93
3063_bajo.png,bajo,dexined,9.04,0.0129,558.78
5096_bajo.png,bajo,dexined,7.72,0.053,611.84
6046_bajo.png,bajo,dexined,8.03,0.0387,622.7
8068_bajo.png,bajo,dexined,7.04,0.0284,594.38
10081_medio.png,medio,sobel,6.52,0.0838,1.84
14085_medio.png,medio,sobel,9.48,0.0294,1.74
14092_medio.png,medio,sobel,8.14,0.0395,1.75
15011_medio.png,medio,sobel,7.85,0.1722,1.8
15062_medio.png,medio,sobel,9.16,0.0584,1.73
16004_medio.png,medio,sobel,9.42,0.1184,1.78
16068_medio.png,medio,sobel,10.75,0.0354,1.92
17067_medio.png,medio,sobel,7.12,0.0799,1.75
20069_medio.png,medio,sobel,7.18,0.1603,1.74
2018_medio.png,medio,sobel,4.99,0.1885,1.73
23050_medio.png,medio,sobel,9.57,0.1397,1.82
3063_medio.png,medio,sobel,6.15,0.1847,1.73
5096_medio.png,medio,sobel,11.19,0.1305,2.25
6046_medio.png,medio,sobel,7.45,0.0665,1.67
8068_medio.png,medio,sobel,8.29,0.1631,1.68
10081_medio.png,medio,prewitt,5.59,0.0476,0.32
14085_medio.png,medio,prewitt,8.0,0.029,0.24
14092_medio.png,medio,prewitt,6.62,0.0292,0.22
15011_medio.png,medio,prewitt,7.11,0.1516,0.24
15062_medio.png,medio,prewitt,7.1,0.0913,0.24
16004_medio.png,medio,prewitt,8.25,0.122,0.24
16068_medio.png,medio,prewitt,9.86,0.035,0.23
17067_medio.png,medio,prewitt,6.8,0.0762,0.23
20069_medio.png,medio,prewitt,6.1,0.1462,0.23
2018_medio.png,medio,prewitt,4.71,0.1587,0.23
23050_medio.png,medio,prewitt,9.34,0.1366,0.23
3063_medio.png,medio,prewitt,5.19,0.1579,0.29
5096_medio.png,medio,prewitt,11.59,0.118,0.31
6046_medio.png,medio,prewitt,6.83,0.0693,0.23
8068_medio.png,medio,prewitt,7.51,0.2002,0.22
10081_medio.png,medio,canny,4.7,0.0689,0.4
14085_medio.png,medio,canny,5.99,0.0256,0.5
14092_medio.png,medio,canny,4.95,0.0321,0.6
15011_medio.png,medio,canny,5.57,0.1317,0.51
15062_medio.png,medio,canny,5.86,0.0471,0.56
16004_medio.png,medio,canny,6.57,0.0987,0.63
16068_medio.png,medio,canny,7.82,0.0421,0.55
17067_medio.png,medio,canny,5.13,0.0557,0.59
20069_medio.png,medio,canny,5.12,0.1358,0.3
2018_medio.png,medio,canny,3.88,0.1495,0.44
23050_medio.png,medio,canny,7.28,0.1153,0.56
3063_medio.png,medio,canny,4.34,0.1241,0.3
5096_medio.png,medio,canny,8.37,0.1056,0.43
6046_medio.png,medio,canny,5.07,0.0521,0.63
8068_medio.png,medio,canny,6.62,0.1005,0.4
10081_medio.png,medio,pidinet,5.61,0.1555,166.58
14085_medio.png,medio,pidinet,6.75,0.044,172.32
14092_medio.png,medio,pidinet,5.83,0.0926,172.25
15011_medio.png,medio,pidinet,6.82,0.1925,172.36
15062_medio.png,medio,pidinet,5.74,0.1683,167.28
16004_medio.png,medio,pidinet,8.11,0.1583,166.32
16068_medio.png,medio,pidinet,9.38,0.1408,169.43
17067_medio.png,medio,pidinet,7.16,0.1572,171.16
20069_medio.png,medio,pidinet,6.17,0.1597,167.59
2018_medio.png,medio,pidinet,4.79,0.1635,170.32
23050_medio.png,medio,pidinet,8.97,0.1814,168.03
3063_medio.png,medio,pidinet,4.86,0.1265,165.15
5096_medio.png,medio,pidinet,10.95,0.1854,167.89
6046_medio.png,medio,pidinet,6.24,0.1532,171.16
8068_medio.png,medio,pidinet,7.69,0.1742,168.96
10081_medio.png,medio,dexined,9.48,0.0332,603.42
14085_medio.png,medio,dexined,8.88,0.0176,599.68
14092_medio.png,medio,dexined,8.73,0.035,610.41
15011_medio.png,medio,dexined,8.3,0.0593,590.87
15062_medio.png,medio,dexined,8.11,0.0286,609.0
16004_medio.png,medio,dexined,8.29,0.0513,593.44
16068_medio.png,medio,dexined,8.71,0.0243,587.41
17067_medio.png,medio,dexined,7.55,0.0387,606.84
20069_medio.png,medio,dexined,8.34,0.0306,595.99
2018_medio.png,medio,dexined,6.91,0.0601,602.81
23050_medio.png,medio,dexined,7.92,0.0715,603.78
3063_medio.png,medio,dexined,9.03,0.0133,601.22
5096_medio.png,medio,dexined,7.73,0.0523,593.25
6046_medio.png,medio,dexined,8.03,0.0384,602.2
8068_medio.png,medio,dexined,7.04,0.0285,608.91
10081_alto.png,alto,sobel,6.93,0.0835,1.67
14085_alto.png,alto,sobel,9.62,0.0279,1.77
14092_alto.png,alto,sobel,8.3,0.0398,1.73
15011_alto.png,alto,sobel,8.06,0.1688,2.09
15062_alto.png,alto,sobel,9.28,0.0568,1.71
16004_alto.png,alto,sobel,9.58,0.1175,1.69
16068_alto.png,alto,sobel,10.87,0.0353,1.72
17067_alto.png,alto,sobel,7.23,0.0776,1.75
20069_alto.png,alto,sobel,7.48,0.1562,1.77
2018_alto.png,alto,sobel,5.22,0.1866,1.69
23050_alto.png,alto,sobel,9.64,0.1376,1.81
3063_alto.png,alto,sobel,6.51,0.1752,1.71
5096_alto.png,alto,sobel,11.29,0.131,1.67
6046_alto.png,alto,sobel,7.56,0.0652,1.77
8068_alto.png,alto,sobel,8.43,0.1594,1.81
10081_alto.png,alto,prewitt,5.75,0.0482,0.22
14085_alto.png,alto,prewitt,8.06,0.0265,0.23
14092_alto.png,alto,prewitt,6.69,0.0298,0.23
15011_alto.png,alto,prewitt,7.2,0.1485,0.42
15062_alto.png,alto,prewitt,7.15,0.0893,0.22
16004_alto.png,alto,prewitt,8.32,0.1229,0.22
16068_alto.png,alto,prewitt,9.93,0.0354,0.23
17067_alto.png,alto,prewitt,6.87,0.0777,0.23
20069_alto.png,alto,prewitt,6.22,0.149,0.23
2018_alto.png,alto,prewitt,4.81,0.1583,0.23
23050_alto.png,alto,prewitt,9.39,0.1344,0.23
3063_alto.png,alto,prewitt,5.33,0.1583,0.23
5096_alto.png,alto,prewitt,11.68,0.1168,0.22
6046_alto.png,alto,prewitt,6.89,0.0691,0.3
8068_alto.png,alto,prewitt,7.59,0.199,0.24
10081_alto.png,alto,canny,4.7,0.0678,0.37
14085_alto.png,alto,canny,5.98,0.0235,0.55
14092_alto.png,alto,canny,4.94,0.0309,0.55
15011_alto.png,alto,canny,5.54,0.1302,0.48
15062_alto.png,alto,canny,5.85,0.0457,0.64
16004_alto.png,alto,canny,6.54,0.0966,0.47
16068_alto.png,alto,canny,7.77,0.0382,0.78
17067_alto.png,alto,canny,5.07,0.0556,0.55
20069_alto.png,alto,canny,5.11,0.1322,0.4
2018_alto.png,alto,canny,3.86,0.1468,0.54
23050_alto.png,alto,canny,7.25,0.1155,0.53
3063_alto.png,alto,canny,4.34,0.1105,0.35
5096_alto.png,alto,canny,8.25,0.1049,0.53
6046_alto.png,alto,canny,5.04,0.0498,0.57
8068_alto.png,alto,canny,6.6,0.0959,0.41
10081_alto.png,alto,pidinet,5.6,0.1527,169.89
14085_alto.png,alto,pidinet,6.75,0.0411,173.14
14092_alto.png,alto,pidinet,5.83,0.0756,165.63
15011_alto.png,alto,pidinet,6.82,0.1927,169.64
15062_alto.png,alto,pidinet,5.72,0.1765,170.63
16004_alto.png,alto,pidinet,8.07,0.1564,167.19
16068_alto.png,alto,pidinet,9.4,0.1405,165.28
17067_alto.png,alto,pidinet,7.17,0.1581,167.01
20069_alto.png,alto,pidinet,6.07,0.1618,167.52
2018_alto.png,alto,pidinet,4.76,0.1628,165.5
23050_alto.png,alto,pidinet,8.91,0.1807,165.01
3063_alto.png,alto,pidinet,4.78,0.1278,170.07
5096_alto.png,alto,pidinet,10.86,0.1738,169.71
6046_alto.png,alto,pidinet,6.24,0.1575,169.04
8068_alto.png,alto,pidinet,7.69,0.1739,170.41
10081_alto.png,alto,dexined,9.46,0.033,607.19
14085_alto.png,alto,dexined,8.87,0.0174,603.59
14092_alto.png,alto,dexined,8.74,0.0352,597.37
15011_alto.png,alto,dexined,8.29,0.0592,611.75
15062_alto.png,alto,dexined,8.11,0.0282,593.06
16004_alto.png,alto,dexined,8.28,0.0509,589.94
16068_alto.png,alto,dexined,8.7,0.0242,601.47
17067_alto.png,alto,dexined,7.54,0.0387,609.01
20069_alto.png,alto,dexined,8.33,0.0305,592.73
2018_alto.png,alto,dexined,6.92,0.06,610.96
23050_alto.png,alto,dexined,7.9,0.0712,592.68
3063_alto.png,alto,dexined,9.0,0.0134,602.26
5096_alto.png,alto,dexined,7.73,0.0524,601.52
6046_alto.png,alto,dexined,8.03,0.0385,597.06
8068_alto.png,alto,dexined,7.03,0.0283,595.84
