Imagen,Nivel_Ruido,Algoritmo,PSNR,F1-Score,Tiempo_ms
14092_alto.png,alto,dexined,8.74,0.0352,619.05
15011_alto.png,alto,dexined,8.29,0.0592,603.77
15062_alto.png,alto,dexined,8.11,0.0282,613.08
16004_alto.png,alto,dexined,8.28,0.0509,614.4
16068_alto.png,alto,dexined,8.7,0.0242,613.97
17067_alto.png,alto,dexined,7.54,0.0387,617.17
20069_alto.png,alto,dexined,8.33,0.0305,615.66
2018_alto.png,alto,dexined,6.92,0.06,601.55
23050_alto.png,alto,dexined,7.9,0.0712,620.85
3063_alto.png,alto,dexined,9.0,0.0134,612.16
5096_alto.png,alto,dexined,7.73,0.0524,620.64
6046_alto.png,alto,dexined,8.03,0.0385,623.71
8068_alto.png,alto,dexined,7.03,0.0283,603.84
