Imagen,Nivel_Ruido,Algoritmo,PSNR,F1-Score,Tiempo_ms
15011_bajo.png,bajo,pidinet,6.85,0.1922,168.38
15062_bajo.png,bajo,pidinet,5.72,0.1549,168.27
16004_bajo.png,bajo,pidinet,8.06,0.1537,160.93
16068_bajo.png,bajo,pidinet,9.33,0.1423,165.54
17067_bajo.png,bajo,pidinet,7.15,0.1578,174.27
20069_bajo.png,bajo,pidinet,6.31,0.1505,166.97
2018_bajo.png,bajo,pidinet,4.81,0.1618,170.64
23050_bajo.png,bajo,pidinet,9.0,0.184,166.88
3063_bajo.png,bajo,pidinet,4.94,0.1201,165.72
5096_bajo.png,bajo,pidinet,10.95,0.1931,167.61
6046_bajo.png,bajo,pidinet,6.24,0.1543,169.64
8068_bajo.png,bajo,pidinet,7.73,0.1723,171.47
10081_bajo.png,bajo,dexined,9.5,0.0331,552.96
14085_bajo.png,bajo,dexined,8.88,0.0177,543.24
14092_bajo.png,bajo,dexined,8.74,0.0351,544.88
15011_bajo.png,bajo,dexined,8.3,0.0595,547.85
15062_bajo.png,bajo,dexined,8.13,0.0286,537.89
16004_bajo.png,bajo,dexined,8.29,0.0511,563.01
16068_bajo.png,bajo,dexined,8.72,0.0246,538.81
17067_bajo.png,bajo,dexined,7.55,0.0388,565.8
20069_bajo.png,bajo,dexined,8.34,0.0302,547.57
2018_bajo.png,bajo,dexined,6.92,0.0602,562.73
23050_bajo.png,bajo,dexined,7.92,0.0709,555.84
3063_bajo.png,bajo,dexined,9.04,0.0129,555.28
5096_bajo.png,bajo,dexined,7.72,0.053,563.77
6046_bajo.png,bajo,dexined,8.03,0.0387,564.69
8068_bajo.png,bajo,dexined,7.04,0.0284,567.4
10081_medio.png,medio,sobel,6.52,0.0838,1.46
14085_medio.png,medio,sobel,9.48,0.0294,1.54
14092_medio.png,medio,sobel,8.14,0.0395,1.6
15011_medio.png,medio,sobel,7.85,0.1722,1.45
15062_medio.png,medio,sobel,9.16,0.0584,1.42
16004_medio.png,medio,sobel,9.42,0.1184,1.49
16068_medio.png,medio,sobel,10.75,0.0354,1.44
17067_medio.png,medio,sobel,7.12,0.0799,1.54
20069_medio.png,medio,sobel,7.18,0.1603,1.55
2018_medio.png,medio,sobel,4.99,0.1885,1.52
23050_medio.png,medio,sobel,9.57,0.1397,1.73
3063_medio.png,medio,sobel,6.15,0.1847,1.44
5096_medio.png,medio,sobel,11.19,0.1305,1.43
6046_medio.png,medio,sobel,7.45,0.0665,1.47
8068_medio.png,medio,sobel,8.29,0.1631,1.51
10081_medio.png,medio,prewitt,5.59,0.0476,0.2
14085_medio.png,medio,prewitt,8.0,0.029,0.19
14092_medio.png,medio,prewitt,6.62,0.0292,0.19
15011_medio.png,medio,prewitt,7.11,0.1516,0.19
15062_medio.png,medio,prewitt,7.1,0.0913,0.19
16004_medio.png,medio,prewitt,8.25,0.122,0.19
16068_medio.png,medio,prewitt,9.86,0.035,0.21
17067_medio.png,medio,prewitt,6.8,0.0762,0.2
20069_medio.png,medio,prewitt,6.1,0.1462,0.21
2018_medio.png,medio,prewitt,4.71,0.1587,0.22
23050_medio.png,medio,prewitt,9.34,0.1366,0.21
3063_medio.png,medio,prewitt,5.19,0.1579,0.19
5096_medio.png,medio,prewitt,11.59,0.118,0.2
6046_medio.png,medio,prewitt,6.83,0.0693,0.21
8068_medio.png,medio,prewitt,7.51,0.2002,0.2
10081_medio.png,medio,canny,4.7,0.0689,0.4
14085_medio.png,medio,canny,5.99,0.0256,0.47
14092_medio.png,medio,canny,4.95,0.0321,0.51
15011_medio.png,medio,canny,5.57,0.1317,0.51
15062_medio.png,medio,canny,5.86,0.0471,0.54
16004_medio.png,medio,canny,6.57,0.0987,0.72
16068_medio.png,medio,canny,7.82,0.0421,0.52
17067_medio.png,medio,canny,5.13,0.0557,0.61
20069_medio.png,medio,canny,5.12,0.1358,0.33
2018_medio.png,medio,canny,3.88,0.1495,0.5
23050_medio.png,medio,canny,7.28,0.1153,0.56
3063_medio.png,medio,canny,4.34,0.1241,0.33
5096_medio.png,medio,canny,8.37,0.1056,0.39
6046_medio.png,medio,canny,5.07,0.0521,0.51
8068_medio.png,medio,canny,6.62,0.1005,0.39
10081_medio.png,medio,pidinet,5.61,0.1555,168.96
14085_medio.png,medio,pidinet,6.75,0.044,168.79
14092_medio.png,medio,pidinet,5.83,0.0926,169.32
15011_medio.png,medio,pidinet,6.82,0.1925,169.51
15062_medio.png,medio,pidinet,5.74,0.1683,179.38
16004_medio.png,medio,pidinet,8.11,0.1583,166.43
16068_medio.png,medio,pidinet,9.38,0.1408,162.23
17067_medio.png,medio,pidinet,7.16,0.1572,166.14
20069_medio.png,medio,pidinet,6.17,0.1597,171.01
2018_medio.png,medio,pidinet,4.79,0.1635,169.78
23050_medio.png,medio,pidinet,8.97,0.1814,172.6
3063_medio.png,medio,pidinet,4.86,0.1265,176.73
5096_medio.png,medio,pidinet,10.95,0.1854,172.64
6046_medio.png,medio,pidinet,6.24,0.1532,164.73
8068_medio.png,medio,pidinet,7.69,0.1742,170.74
10081_medio.png,medio,dexined,9.48,0.0332,564.92
14085_medio.png,medio,dexined,8.88,0.0176,544.94
14092_medio.png,medio,dexined,8.73,0.035,564.16
15011_medio.png,medio,dexined,8.3,0.0593,547.96
15062_medio.png,medio,dexined,8.11,0.0286,557.04
16004_medio.png,medio,dexined,8.29,0.0513,553.58
16068_medio.png,medio,dexined,8.71,0.0243,563.41
17067_medio.png,medio,dexined,7.55,0.0387,564.66
20069_medio.png,medio,dexined,8.34,0.0306,552.91
2018_medio.png,medio,dexined,6.91,0.0601,556.85
23050_medio.png,medio,dexined,7.92,0.0715,573.74
3063_medio.png,medio,dexined,9.03,0.0133,557.0
5096_medio.png,medio,dexined,7.73,0.0523,542.54
6046_medio.png,medio,dexined,8.03,0.0384,562.18
8068_medio.png,medio,dexined,7.04,0.0285,560.54
10081_alto.png,alto,sobel,6.93,0.0835,1.46
14085_alto.png,alto,sobel,9.62,0.0279,1.43
14092_alto.png,alto,sobel,8.3,0.0398,1.54
15011_alto.png,alto,sobel,8.06,0.1688,1.76
15062_alto.png,alto,sobel,9.28,0.0568,1.71
16004_alto.png,alto,sobel,9.58,0.1175,1.79
16068_alto.png,alto,sobel,10.87,0.0353,1.69
17067_alto.png,alto,sobel,7.23,0.0776,1.71
20069_alto.png,alto,sobel,7.48,0.1562,1.71
2018_alto.png,alto,sobel,5.22,0.1866,1.75
23050_alto.png,alto,sobel,9.64,0.1376,1.75
3063_alto.png,alto,sobel,6.51,0.1752,1.71
5096_alto.png,alto,sobel,11.29,0.131,1.68
6046_alto.png,alto,sobel,7.56,0.0652,1.76
8068_alto.png,alto,sobel,8.43,0.1594,1.7
10081_alto.png,alto,prewitt,5.75,0.0482,0.2
14085_alto.png,alto,prewitt,8.06,0.0265,0.19
14092_alto.png,alto,prewitt,6.69,0.0298,0.22
15011_alto.png,alto,prewitt,7.2,0.1485,0.23
15062_alto.png,alto,prewitt,7.15,0.0893,0.23
16004_alto.png,alto,prewitt,8.32,0.1229,0.23
16068_alto.png,alto,prewitt,9.93,0.0354,0.22
17067_alto.png,alto,prewitt,6.87,0.0777,0.25
20069_alto.png,alto,prewitt,6.22,0.149,0.25
2018_alto.png,alto,prewitt,4.81,0.1583,0.24
23050_alto.png,alto,prewitt,9.39,0.1344,0.24
3063_alto.png,alto,prewitt,5.33,0.1583,0.23
5096_alto.png,alto,prewitt,11.68,0.1168,0.22
6046_alto.png,alto,prewitt,6.89,0.0691,0.24
8068_alto.png,alto,prewitt,7.59,0.199,0.23
10081_alto.png,alto,canny,4.7,0.0678,0.52
14085_alto.png,alto,canny,5.98,0.0235,0.48
14092_alto.png,alto,canny,4.94,0.0309,0.59
15011_alto.png,alto,canny,5.54,0.1302,0.53
15062_alto.png,alto,canny,5.85,0.0457,0.86
16004_alto.png,alto,canny,6.54,0.0966,0.55
16068_alto.png,alto,canny,7.77,0.0382,0.54
17067_alto.png,alto,canny,5.07,0.0556,0.68
20069_alto.png,alto,canny,5.11,0.1322,0.45
2018_alto.png,alto,canny,3.86,0.1468,0.56
23050_alto.png,alto,canny,7.25,0.1155,0.46
3063_alto.png,alto,canny,4.34,0.1105,0.36
5096_alto.png,alto,canny,8.25,0.1049,0.53
6046_alto.png,alto,canny,5.04,0.0498,1.62
8068_alto.png,alto,canny,6.6,0.0959,0.46
10081_alto.png,alto,pidinet,5.6,0.1527,173.05
14085_alto.png,alto,pidinet,6.75,0.0411,168.87
14092_alto.png,alto,pidinet,5.83,0.0756,167.69
15011_alto.png,alto,pidinet,6.82,0.1927,170.39
15062_alto.png,alto,pidinet,5.72,0.1765,171.5
16004_alto.png,alto,pidinet,8.07,0.1564,165.56
16068_alto.png,alto,pidinet,9.4,0.1405,168.34
17067_alto.png,alto,pidinet,7.17,0.1581,172.46
20069_alto.png,alto,pidinet,6.07,0.1618,169.16
2018_alto.png,alto,pidinet,4.76,0.1628,164.68
23050_alto.png,alto,pidinet,8.91,0.1807,168.37
3063_alto.png,alto,pidinet,4.78,0.1278,169.6
5096_alto.png,alto,pidinet,10.86,0.1738,170.1
6046_alto.png,alto,pidinet,6.24,0.1575,175.5
8068_alto.png,alto,pidinet,7.69,0.1739,170.53
10081_alto.png,alto,dexined,9.46,0.033,565.23
14085_alto.png,alto,dexined,8.87,0.0174,562.14
14092_alto.png,alto,dexined,8.74,0.0352,609.44
15011_alto.png,alto,dexined,8.29,0.0592,604.86
15062_alto.png,alto,dexined,8.11,0.0282,616.09
16004_alto.png,alto,dexined,8.28,0.0509,607.3
16068_alto.png,alto,dexined,8.7,0.0242,599.83
17067_alto.png,alto,dexined,7.54,0.0387,622.17
20069_alto.png,alto,dexined,8.33,0.0305,596.81
2018_alto.png,alto,dexined,6.92,0.06,606.1
23050_alto.png,alto,dexined,7.9,0.0712,620.77
3063_alto.png,alto,dexined,9.0,0.0134,607.62
5096_alto.png,alto,dexined,7.73,0.0524,596.12
6046_alto.png,alto,dexined,8.03,0.0385,605.01
8068_alto.png,alto,dexined,7.03,0.0283,609.97
